repo,pr_id,file_count,total_additions,total_deletions,commit_message_length,pr_description_length,reviewer_count,comment_count,has_ai_reviewer,label_count,pr_length,modified_function_count,ast_node_count,cfg_node_count,ast_density,cfg_density,merged
microsoft/vscode,323651,1,13,0,381,816,1,1,True,0,861,0,15,14,1.1538461538461535,1.0769230769230769,False
microsoft/vscode,323648,3,50,1,256,532,4,1,True,1,573,0,71,59,1.42,1.18,True
microsoft/vscode,323639,6,2,23,348,277,2,1,True,0,318,0,8,7,4.0,3.5,True
microsoft/vscode,323633,4,1674,795,3190,52285,1,1,True,2,52451,1,28,23,1.5555555555555556,1.2777777777777777,False
microsoft/vscode,323630,15,424,40,2886,2192,3,1,True,0,2254,5,591,490,1.393867924528302,1.1556603773584906,True
microsoft/vscode,323629,2,52,3,375,31,4,2,True,1,79,0,72,59,1.3846153846153846,1.1346153846153846,True
microsoft/vscode,323628,4,30,11,192,344,4,1,True,0,410,0,42,36,1.4,1.2,True
microsoft/vscode,323625,30,5325,694,18010,2817,6,1,True,0,2878,81,8938,6942,1.6280510018214935,1.2644808743169398,True
microsoft/vscode,323618,3,69,20,431,535,2,1,True,0,584,2,91,73,1.318840579710145,1.0579710144927537,True
microsoft/vscode,323615,7,46,44,1132,1538,4,1,True,1,1597,0,77,61,1.673913043478261,1.326086956521739,True
microsoft/vscode,323613,3,64,9,1754,1253,7,1,True,0,1315,6,108,83,1.6875,1.296875,True
microsoft/vscode,323607,3,151,13,1088,2867,2,1,True,0,2930,0,204,168,1.3509933774834435,1.1125827814569536,True
microsoft/vscode,323606,1,0,12,716,1239,2,1,True,1,1306,0,0,0,0.0,0.0,True
microsoft/vscode,323605,2,21,2,704,680,2,1,True,1,728,0,37,28,1.761904761904762,1.3333333333333333,True
microsoft/vscode,323598,2,41,0,861,1358,1,1,True,0,1436,0,54,45,1.3170731707317074,1.0975609756097562,False
microsoft/vscode,323597,4,43,15,632,1916,2,1,True,0,1968,3,82,61,1.9069767441860463,1.4186046511627908,True
microsoft/vscode,323594,10,202,6,968,1114,3,6,True,0,1182,5,290,235,1.4356435643564356,1.1633663366336633,True
microsoft/vscode,323587,14,362,109,939,421,2,1,True,1,470,10,564,446,1.558011049723757,1.2320441988950277,True
microsoft/vscode,323580,4,186,0,68,1033,2,1,True,1,1101,4,326,247,1.7526881720430108,1.3279569892473118,False
microsoft/vscode,323575,5,54,56,288,373,2,1,True,0,416,1,76,61,1.4074074074074074,1.1296296296296295,True
microsoft/vscode,323571,4,84,35,96,2156,4,1,True,1,2252,1,119,98,1.4166666666666667,1.1666666666666667,True
microsoft/vscode,323567,4,84,35,678,2119,4,1,True,1,2201,1,119,98,1.4166666666666667,1.1666666666666667,True
microsoft/vscode,323566,4,526,8,547,359,3,1,True,0,413,6,837,656,1.591254752851711,1.247148288973384,True
microsoft/vscode,323549,1,7,2,613,8190,1,2,True,2,8281,0,13,10,1.8571428571428568,1.4285714285714286,False
microsoft/vscode,323548,2,328,3,371,400,3,2,True,0,509,2,463,380,1.4115853658536586,1.1585365853658536,True
microsoft/vscode,323546,2,129,19,315,1726,2,1,True,0,1805,7,153,133,1.186046511627907,1.0310077519379846,True
microsoft/vscode,323537,1,3,2,896,8706,1,2,True,2,8811,0,5,4,1.6666666666666667,1.3333333333333333,False
microsoft/vscode,323532,7,252,4,1152,185,2,1,True,0,228,1,302,269,1.1984126984126984,1.0674603174603174,True
microsoft/vscode,323529,2,158,147,923,15279,2,1,True,2,15353,0,158,158,1.0,1.0,True
microsoft/vscode,323527,15,101,135,188,344,3,1,True,0,390,4,174,134,1.7227722772277227,1.3267326732673268,True
microsoft/vscode,323526,13,309,54,834,438,2,1,True,0,471,9,489,386,1.5825242718446602,1.249190938511327,True
microsoft/vscode,323513,1,81,3,270,246,1,1,True,0,283,6,117,94,1.4444444444444444,1.160493827160494,False
microsoft/vscode,323504,1,5,3,531,1182,2,1,True,0,1237,0,15,10,3.0,2.0,True
microsoft/vscode,323499,1,5,5,116,449,2,1,True,0,495,1,11,8,2.2,1.6,True
microsoft/vscode,323495,2,197,5,249,281,3,1,True,0,346,4,374,276,1.898477157360406,1.401015228426396,True
pytorch/pytorch,188867,3,24,0,2620,2153,2,1,True,2,2225,0,37,34,1.1935483870967742,1.096774193548387,False
pytorch/pytorch,188821,6,514,16,26,3964,1,0,False,4,4039,26,1018,1018,1.965250965250965,1.965250965250965,False
pytorch/pytorch,188816,3,57,14,68,1494,2,1,True,3,1562,6,518,509,3.9846153846153847,3.9153846153846152,False
